,Model,Brand,Colour,Style,Fabrication,Price,Picture,Age,size,Fabricaton,Origin,Fabriction,Fabrocation,Materia,Platform,Volume,Suitable,Includes,Wedge,Sport,Sneaker,Base,Footwear,Ingredients,Formal,Toe,Size,Qty,Care
240,New York - white,Onitsuka Tiger,White,Code 1183A789-101,Leather & Nylon Upper with Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141432/original.jpg,women,"UK 3, UK 9, UK 10, UK 11, UK 12, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
241,Disruptor ii embroidery - pink,FILA,Pink,,Synthetic Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2144613/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
242,UA old skool stacked - (pastel) drizzle/true white,Vans,Drizzle/True White,Code VN0A4U154TI1,Canvas Upper with Suede Overlays & Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2142462/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
243,Cali star dd wn’s - puma black-nrgy yellow-puma team gold,PUMA,puma black-nrgy yellow-puma team gold,,"Synthetic, Leather Upper/Rubber Sole",R1874,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2071996/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
244,Mirage tech - puma white & gray violet,PUMA,Puma White & Gray Violet,Code 381118 06,Mesh & Textile Upper with Rubber Sole,R1424,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141686/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, UK 3, ",,,,,,,,,,,,,,,,,,,,
245,Delegation-f - white,Onitsuka Tiger,White,Code 1182A462-101,Leather Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141654/original.jpg,women,"UK 8, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
246,Mexico 66 - smoke grey/cream,Onitsuka Tiger,Grey,Code 1183b348-020,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141524/original.jpg,men,"UK 3.5, UK 5, UK 5.5, UK 9, UK 10, UK 11, ",,,,,,,,,,,,,,,,,,,,
247,Delegation f - white,Onitsuka Tiger,White,Code 1182A462 - 100,Leather Upper with Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141412/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
248,Mexico 66 - dusty steppe/cream,Onitsuka Tiger,Pink,Code 1183b348-200,Leather Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2141549/original.jpg,men,"UK 8, UK 10, UK 3.5, UK 7, UK 9, ",,,,,,,,,,,,,,,,,,,,
249,Low pro sneaker - navy,Superdry.,Navy,,Canvas Upper with Rubber Sole,R559,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139278/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",,,,,,,,,,,,,,,,,,,,
250,Womens flatform sleek trainer - pink,Superdry.,Pink,,Suede Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139285/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
251,2750 crochet - beige gresso,SUPERGA,Beige gresso,Code s81154w-394bg,Textile Upper with Rubber sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139570/original.jpg,women,"UK 2.5, UK 3.5, UK 5.5, UK 6, UK 6.5, UK 8, UK 4, UK 5, UK 7, ",,,,,,,,,,,,,,,,,,,,
252,Edit velcro trainer - black,Superdry.,Black,,Faux Leather Upper with Suede Overlays & Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139299/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
253,Low pro 2.0 - black,Superdry.,Black,,Canvas Upper with Rubber Sole,R629,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139271/original.jpg,women,"UK 3, UK 4, UK 6, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
254,Edit velcro trainer - white,Superdry.,White,,Faux Leather Upper with Suede Overlays & Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139305/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
255,Low pro 2.0 - white,Superdry.,White,,Canvas Upper with Rubber Sole,R629,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139264/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",,,,,,,,,,,,,,,,,,,,
256,Premium vintage tennis trainer - black,Superdry.,Black,,Leather Upper with Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139329/original.jpg,women,"UK 3, UK 4, UK 5, UK 7, UK 8, UK 6, ",,,,,,,,,,,,,,,,,,,,
257,Vintage tennis trainer - silver,Superdry.,Silver,,PU Upper with Rubber Sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139337/original.jpg,women,"UK 3, UK 6, UK 4, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
258,574v2 - virtual violet,New Balance,Virtual Violet (550),Code WL574WK2,Textile Upper with Rubber Sole,R1699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139238/original.jpg,women,"UK 4, UK 6, UK 3, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
259,Cali sport top ns wn's - white,PUMA,White,Code 380633 01,Leather Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139551/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
260,Premium vintage tennis trainer - white,Superdry.,White,,Leather Upper with Rubber Sole,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2139320/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 8, UK 7, ",,,,,,,,,,,,,,,,,,,,
261,Future rider chrome wn's - eggnog-apricot blush-shifting sand,PUMA,Eggnog-apricot blush-shifting sand,Code 375081-02,Mesh upper with Suede Overlays & Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138438/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
262,Court legacy - white/metallic silver-black,Nike,White/metallic silver-black,Code cu4149-103,Faux Leather Upper with Rubber Sole,R899,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2138578/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
263,Disruptor ii premium mono - pink,FILA,Pink,,Synthetic Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2136947/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
264,Sandblast low pu - pink,FILA,Pink,,Synthetic Upper with Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2136969/original.jpg,women,"UK 7, UK 3, UK 4, UK 5, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
265,Nike blazer mid '77 se - da8736-100 - sail/particle beige-sail-sail,Nike,Sail & Particle Beige-Sail-Sail,Code da8736-100,Leather Upper with Rubber sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2136824/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
266,Expressive wmns sneaker - black,Onitsuka Tiger,Black,Code 1182a088-102,Leather Upper,R1189,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2136898/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
267,Egle stan smith w - ftwr white/bright blue/clear pink,adidas Originals,ftwr white/bright blue/clear pink,Code G58920,Synthetic Upper with Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119567/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
268,Zx 2k boost pure w - core white/grey one/chalk white,adidas Originals,Core white/grey one/chalk white,Code G55514,Mesh Upper with Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119547/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
269,Superstar bold mt w - ftwr white/copper met./ftwr white,adidas Originals,ftwr white/copper met./ftwr white,Code G58918,Leather Upper with Rubber Sole,R1499,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119559/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
270,L viper fash 2021 - black,SOVIET,Black,,Canvas Upper with Rubber Sole,R279,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2134004/original.jpg,women,"UK 3, UK 4, UK 5, UK 8, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
271,Mexico 66 - white/pure gold,Onitsuka Tiger,White/Pure gold,Code 1182A366-100,Leather Upper with Rubber Sole,R944,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2133426/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
272,Cl lthr - smoky vocano/white,Reebok,Smoky Vocano/White,Code CN4857,Suede Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2133696/original.jpg,women,"UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
273,Cruise rider chrome wn's - puma white-rose gold,PUMA,Puma White-Rose Gold,,Synthetic/Nylon Upper/Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2133282/original.jpg,women,"UK 7, UK 8, UK 3, UK 4, UK 5, UK 6, ",,,,,,,,,,,,,,,,,,,,
274,2955 alpina wave -  white,SUPERGA,White,Code s1114vw-c42,Canvas Upper with Rubber sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132830/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 9, UK 10, UK 10.5, UK 11, ",,,,,,,,,,,,,,,,,,,,
275,L viper fash 2021 - burgundy,SOVIET,Burgundy,,Canvas Upper with Rubber Sole,R279,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2133995/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
276,2955 alpina wave - blue insignia,SUPERGA,Blue Insignia,Code S1114VW-AE2,Canvas Upper with Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2131985/original.jpg,women,"UK 3.5, UK 5.5, UK 6, UK 2.5, UK 4, UK 5, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
277,2790 polkadots - white black dots,SUPERGA,White Black Dots,Code S61128W-A3Y,Canvas Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132110/original.jpg,women,"UK 5.5, UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
278,2750 cotu - beige gomme,SUPERGA,Beige Gomme,Code S000010-244,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2131939/original.jpg,women,"UK 3.5, UK 5.5, UK 7, UK 2.5, UK 4, UK 5, UK 6, UK 6.5, UK 8, ",,,,,,,,,,,,,,,,,,,,
279,Chuck Taylor All Star Hi - Love Thread,Converse,black/vintage white/egret love thread,Code 171158C,Textile Upper with Rubber Sole,R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132240/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
280,L elektra - beige,SOVIET,Beige,,Faux Leather & Mesh Upper with Suede Overlays,R349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2131872/original.jpg,women,"UK 7, UK 3, UK 4, UK 5, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
281,2750 cotu - green teal,SUPERGA,Green teal,Code S000010-WQ9,Canvas Upper with Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132474/original.jpg,women,"UK 9, UK 10, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
282,2790 polkadots - black white dots,SUPERGA,Black White Dots,Code S61128W-A3Z,Canvas Upper with Rubber Sole,R909,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132089/original.jpg,women,"UK 6, UK 6.5, UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
283,Chuck 70 rivals ox l -  white/egret,Converse,white/egret,,Canvas Upper/Rubber Sole,R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2131657/original.jpg,women,"UK 4, UK 7, UK 3, UK 5, UK 6, UK 8, ",,,,,,,,,,,,,,,,,,,,
284,Cruise rider chrome wn's - vaporous gray-puma team gold,PUMA,vaporous gray-puma team gold,,Synthetic/Nylon Upper/Rubber Sole,R1274,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132044/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
285,Chuck taylor all star hi - seasonal color,Converse,Hyper pink seasonal color,,Canvas Upper/Rubber Sole,R849,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132933/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
286,2750 polkadots - white black dots,SUPERGA,White & Black,Code s61172w-a3y,Canvas Upper with Rubber sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132854/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
287,2750 polkadots - black white dots,SUPERGA,Black White Dots,Code S61172W-A3Z,Canvas Upper with Rubber Sole,R699,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132074/original.jpg,women,"UK 2.5, UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
288,2955 alpina wave - full black,SUPERGA,Full Black,Code S1114VW-997,Canvas Upper with Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132010/original.jpg,women,"UK 5, UK 5.5, UK 6, UK 10, UK 10.5, UK 11, UK 2.5, UK 3.5, UK 4, UK 6.5, UK 7, UK 8, UK 9, ",,,,,,,,,,,,,,,,,,,,
289,2955 Alpina wave - total ecru,SUPERGA,Total Ecru,Code S1114VW-C48,Canvas Upper with Rubber Sole,R979,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2207695/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 5.5, UK 6, UK 6.5, UK 7, UK 8, UK 2.5, ",,,,,,,,,,,,,,,,,,,,
290,2341 alpina print - beige camo,SUPERGA,Beige Camo,Code s21136w-a8b,Canvas Upper with Rubber sole,R1049,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2132840/original.jpg,women,"UK 3.5, UK 5.5, UK 6.5, UK 7, UK 2.5, UK 4, UK 5, UK 8, ",,,,,,,,,,,,,,,,,,,,
291,Chuck taylor all star lift ox - seasonal color,Converse,Hyper pink / White / Black seasonal color,,"Textile, Canvas Upper/Rubber Sole",R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075170/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
292,Chuck taylor all star ox - alt exploration,Converse,Crimson tint / Cantaloupe / Egret alt exploration,,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075110/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
293,Chuck taylor all star ox - alt exploration,Converse,Sea salt blue / Light carbon / Egret alt exploration,,Textile Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075085/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
294,Chuck taylor all star ox - my story,Converse,white/hyper pink/black,,Canvas Upper/Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074548/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
295,Chuck taylor all star lift hi - seasonal color,Converse,Light zitron / White / Black seasonal color,,"Textile, Canvas Upper/Rubber Sole",R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075179/original.jpg,women,"UK 6, UK 7, UK 8, UK 3, UK 4, UK 5, ",,,,,,,,,,,,,,,,,,,,
296,Run 60s 2.0 - chalk white/silver met./dash grey,adidas Originals,Chalk white/silver met./dash grey,Code FZ0959,Leather Upper with Rubber Sole,R824,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119500/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
297,Chuck taylor all star hi - my story,Converse,egret/hyper pink/black my story,,"Canvas, Textile Upper/Rubber Sole",R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074488/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
298,Chuck taylor all star hi - digital daze,Converse,String / Black / Egret digital daze,,Canvas Upper/Rubber Sole,R1099,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075135/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
299,Chuck taylor all star hi - color flow,Converse,black/digital blue/hyper pink color flow,,Textile Upper/Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075060/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
300,Chuck taylor all star ox - digital daze,Converse,Egret / Black / Egret digital daze,,"Textile, Canvas Upper/Rubber Sole",R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075147/original.jpg,women,"UK 3, UK 4, UK 5, UK 7, UK 8, UK 6, ",,,,,,,,,,,,,,,,,,,,
301,Chuck taylor all star ox - my story,Converse,black/hyper pink/egret my story,,Canvas Upper/Rubber Sole,R999,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074512/original.jpg,women,"UK 8, UK 3, UK 4, UK 5, UK 6, UK 7, ",,,,,,,,,,,,,,,,,,,,
302,Club c 85 - white/blush metal/morning fog,Reebok,"White, Blush Metal & Morning Fog",Code fy5143,Leather Upper with Rubber sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121803/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
303,Chuck 70 hi - my story,Converse,egret/amarillo/black my story,,"Canvas, Textile Upper/Rubber Sole",R1399,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074466/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
304,Gel-lyte iii og - wood crepe/plum blossom,Asics,Wood crepe/plum blossom,Code 1201A164-200,Mesh Upper with Suede Overlays & Rubber Sole,R1349,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2095410/original.jpg,women,"UK 3, UK 4, UK 6, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
305,Adidas sleek w - ftwr white/hazy orange/screaming pink,adidas Originals,ftwr white/hazy orange/screaming pink,Code FY5058,Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118905/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
306,Adidas sleek w - ftwr white/crew navy/screaming pink,adidas Originals,ftwr white/crew navy/screaming pink,Code FY6669,Leather Upper with Rubber Sole,R1199,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118977/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
307,Chuck taylor all star ox - my story,Converse,Black / Bold mandarin / White my story,,"Textile, Canvas Upper/Rubber Sole",R714,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2075280/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
308,Chuck taylor all star ox - seasonal color,Converse,Hyper pink,,Canvas Upper/Rubber Sole,R749,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074380/original.jpg,women,"UK 6, UK 3, UK 4, UK 5, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
309,Chuck 70 ox - my story,Converse,egret/black/egret my story,,"Canvas, Textile Upper/Rubber Sole",R1299,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2074474/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
310,Club c 85 - chalk/golden bronze /stucco,Reebok,"Chalk, Golden Bronze & Stucco",Code Q46474,Leather Upper with Rubber Sole,R839,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2121520/original.jpg,women,"UK 3, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
311,NMD_R1 speedlines,adidas Originals,TBC,Code H67408,Textile Upper/Rubber Sole,R1874,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119601/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
312,Zx 2k boost pure w - halo amber/halo ivory/cream white,adidas Originals,halo amber/halo ivory/cream white,Code S42634,Textile Upper with Rubber Sole,R2024,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2119621/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
313,Continental 80 w - crystal white/screaming pink/core black,adidas Originals,Crystal white/screaming pink/core black,Code G27722,Leather Upper/Rubber Sole,R1124,https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/2118699/original.jpg,women,"UK 3.5, UK 4, UK 5, UK 6, UK 7, UK 8, ",,,,,,,,,,,,,,,,,,,,
